 ,Frame,Label,X,Y,Area,Area Conv. Hull,Peri.,Peri. Conv. Hull,Feret,Min. Feret,Maximum inscriped circle diameter,Area equivalent circle diameter,Long Side Length MBR,Short Side Length MBR,Aspect Ratio,Area/Peri.,Circ.,Elong.,Convexity,Solidity,Num. of Holes,Thinnes Rt.,Contour Temp.,Orientation,Fract. Dim.,Fract. Dim. Goodness
1254,1,1254,3164.385,2785.133,4983.604,5060.014,255.536,260.210,100.260,69.930,69.930,79.658,84.499,69.930,1.208,19.503,13.103,0.535,1,0.985,0,0.959,0.148,57.443,1.575,0.964
1255,1,1255,1588.869,2768.389,1129.164,1163.124,113.147,116.264,41.719,29.138,33.980,37.917,40.793,29.138,1.400,9.980,11.338,0.504,1,0.971,0,1.000,0.162,176.342,1.155,0.846
1256,1,1256,5259.956,2837.145,17582.699,17998.707,528.100,526.034,201.976,131.610,117.998,149.623,179.828,147.253,1.221,33.294,15.862,0.565,0.996,0.977,0,0.792,0.111,55.008,1.785,0.999
1257,1,1257,864.386,2781.274,1714.971,1765.911,143.718,146.790,53.727,37.879,40.793,46.729,52.448,37.879,1.385,11.933,12.044,0.539,1,0.971,0,1.000,0.153,96.202,1.264,0.939
1258,1,1258,5499.104,2814.131,13617.889,13804.669,417.529,423.709,142.268,123.620,115.379,131.677,140.103,123.620,1.133,32.615,12.802,0.330,1,0.986,0,0.982,0.141,142.050,1.722,0.995
1259,1,1259,5011.653,2816.142,15842.258,16071.487,466.585,470.960,159.513,134.033,122.378,142.025,157.343,134.033,1.174,33.954,13.742,0.323,1,0.986,0,0.914,0.129,159.784,1.760,0.998
1260,1,1260,2821.314,2782.939,1366.883,1426.313,128.765,129.996,47.073,37.086,34.965,41.718,40.479,35.207,1.150,10.615,12.130,0.464,1,0.958,0,1.000,0.130,30.394,1.219,0.861
1261,1,1261,3862.743,2831.274,9873.819,10230.397,373.252,372.317,143.958,97.108,95.578,112.124,118.894,103.264,1.151,26.454,14.110,0.543,0.997,0.965,0,0.891,0.104,129.761,1.606,0.994
1262,1,1262,5590.217,2786.985,1222.554,1231.044,119.627,123.091,45.327,34.965,34.965,39.454,34.965,34.965,1.000,10.220,11.706,0.394,1,0.993,0,1.000,0.164,42.498,1.172,0.863
1263,1,1263,686.269,2807.672,3650.681,3769.540,215.909,217.697,81.011,53.426,54.977,68.178,80.801,54.744,1.476,16.908,12.769,0.581,1,0.968,0,0.984,0.126,34.518,1.476,0.964
1264,1,1264,796.197,2825.228,8990.863,9160.663,344.674,346.617,125.156,95.330,93.240,106.993,119.499,96.858,1.234,26.085,13.213,0.477,1,0.981,0,0.951,0.118,64.817,1.614,0.995
1265,1,1265,1351.391,2813.900,4423.267,4745.885,258.485,259.830,106.701,61.482,62.764,75.046,93.649,61.258,1.529,17.112,15.105,0.625,1,0.932,0,0.832,0.116,66.532,1.545,0.963
1266,1,1266,2047.688,2846.008,10807.714,11028.453,380.105,382.527,149.172,93.240,93.966,117.306,145.688,93.240,1.563,28.434,13.368,0.615,1,0.980,0,0.940,0.121,81.821,1.668,0.999
1267,1,1267,2278.907,2823.820,11359.561,11809.529,409.056,408.519,158.445,96.824,91.215,120.264,159.060,96.506,1.648,27.770,14.730,0.643,0.999,0.962,0,0.853,0.095,156.564,1.652,0.996
1268,1,1268,2890.021,2814.961,5603.371,5798.640,278.007,279.250,103.469,70.366,69.930,84.466,104.246,70.414,1.480,20.156,13.793,0.552,1,0.966,0,0.911,0.114,158.450,1.524,0.991
1269,1,1269,1494.509,2863.406,27872.526,28373.433,618.776,620.440,243.503,142.550,140.103,188.384,242.473,143.929,1.685,45.045,13.737,0.644,1,0.982,0,0.915,0.105,22.005,1.748,0.998
1270,1,1270,3923.603,2805.458,1383.863,1451.782,132.005,133.787,48.843,32.019,33.980,41.976,46.070,33.222,1.387,10.483,12.592,0.564,1,0.953,0,0.998,0.139,101.068,1.184,0.936
1271,1,1271,4193.286,2800.194,1120.674,1154.634,113.147,115.415,39.631,32.577,33.980,37.774,34.965,34.965,1.000,9.905,11.424,0.399,1,0.971,0,1.000,0.151,121.222,1.185,0.865
1272,1,1272,2561.852,2832.516,6537.266,6715.555,294.953,297.625,103.469,81.454,78.184,91.233,100.977,82.413,1.225,22.164,13.308,0.423,1,0.973,0,0.944,0.128,40.226,1.521,0.992
1273,1,1273,960.396,2820.956,3642.191,3795.010,219.441,223.332,85.100,61.189,58.275,68.098,69.930,61.189,1.143,16.598,13.221,0.508,1,0.960,0,0.950,0.147,151.574,1.471,0.961
1274,1,1274,1863.263,2892.222,14984.772,15366.820,473.730,475.887,194.524,102.989,104.246,138.127,189.394,104.895,1.806,31.631,14.977,0.694,1,0.975,0,0.839,0.114,102.496,1.572,0.992
1275,1,1275,5360.776,2823.170,3209.203,3302.593,201.911,205.498,78.725,53.569,54.977,63.922,64.103,61.189,1.048,15.894,12.704,0.540,1,0.972,0,0.989,0.147,131.822,1.436,0.951
1276,1,1276,352.669,2827.090,3616.721,3710.111,208.100,211.600,75.195,59.750,59.429,67.860,67.016,64.103,1.045,17.380,11.974,0.438,1,0.975,0,1.000,0.145,136.232,1.472,0.948
1277,1,1277,2970.815,2838.918,4864.745,4932.664,246.772,251.542,88.090,73.713,70.414,78.702,75.758,75.758,1.000,19.714,12.518,0.356,1,0.986,0,1.000,0.149,146.064,1.566,0.966
1278,1,1278,4558.407,2840.938,5068.504,5170.383,245.816,251.453,84.045,75.758,75.758,80.333,78.671,75.758,1.038,20.619,11.922,0.258,1,0.980,0,1.000,0.155,40.292,1.580,0.966
1279,1,1279,4883.557,2838.476,5764.680,5866.560,269.907,273.874,103.469,71.669,73.018,85.673,90.655,78.293,1.158,21.358,12.637,0.553,1,0.983,0,0.994,0.141,166.429,1.524,0.993
1280,1,1280,55.323,2879.247,12361.376,12539.665,407.063,413.674,154.209,104.895,104.895,125.455,145.688,104.895,1.389,30.367,13.405,0.518,1,0.986,0,0.937,0.144,96.199,1.671,0.997
1281,1,1281,2775.049,2829.928,2411.148,2496.047,181.434,182.718,72.844,44.304,45.514,55.407,70.414,45.607,1.544,13.289,13.652,0.619,1,0.966,0,0.920,0.123,134.468,1.341,0.956
1282,1,1282,1256.937,2855.124,5883.540,5959.949,269.242,273.882,99.580,75.578,77.749,86.551,92.738,78.293,1.185,21.852,12.321,0.489,1,0.987,0,1.000,0.146,72.649,1.543,0.987
1283,1,1283,3376.799,2838.367,2742.256,2801.685,181.142,184.651,64.499,49.448,49.790,59.089,59.785,51.550,1.160,15.139,11.966,0.478,1,0.979,0,1.000,0.149,141.619,1.377,0.954
1284,1,1284,5928.131,2831.747,1655.541,1714.971,138.858,140.996,48.495,39.092,39.092,45.912,45.327,39.201,1.156,11.923,11.647,0.439,1,0.965,0,1.000,0.142,129.187,1.244,0.929
1285,1,1285,3759.887,2829.555,1001.815,1078.224,109.907,113.265,43.021,28.845,29.138,35.715,43.316,26.863,1.612,9.115,12.058,0.577,1,0.929,0,1.000,0.166,39.781,1.112,0.851
1286,1,1286,4673.353,2845.899,4890.215,5043.034,257.529,260.263,90.467,72.789,65.931,78.908,90.467,72.082,1.255,18.989,13.562,0.395,1,0.970,0,0.927,0.132,22.468,1.585,0.966
1287,1,1287,3486.215,2893.591,10578.485,10867.144,391.445,394.144,163.014,89.006,89.144,116.056,148.601,90.326,1.645,27.024,14.485,0.659,1,0.973,0,0.868,0.122,73.361,1.722,0.994
1288,1,1288,4264.882,2874.124,11418.991,11699.159,402.203,403.885,164.337,98.592,99.068,120.578,149.853,100.345,1.493,28.391,14.166,0.624,1,0.976,0,0.887,0.112,140.162,1.653,0.994
1289,1,1289,5621.245,2881.351,7309.852,7581.531,349.907,351.479,155.197,63.795,65.153,96.474,151.094,64.169,2.355,20.891,16.749,0.770,1,0.964,0,0.750,0.114,133.372,1.513,0.992
1290,1,1290,2647.081,2862.256,5493.002,5679.781,275.058,278.390,110.761,62.656,63.034,83.630,105.057,64.499,1.629,19.970,13.773,0.654,1,0.967,0,0.912,0.136,26.676,1.526,0.989
1291,1,1291,3618.949,2883.329,8990.863,9194.622,337.448,344.075,124.714,99.068,94.865,106.993,101.981,99.068,1.029,26.644,12.665,0.375,1,0.978,0,0.992,0.150,123.022,1.569,0.983
1292,1,1292,715.916,2851.948,1587.622,1655.541,139.814,141.765,53.569,36.486,39.092,44.960,49.534,37.879,1.308,11.355,12.313,0.556,1,0.959,0,1.000,0.140,155.974,1.226,0.936
1293,1,1293,1738.834,2901.076,11605.770,12200.067,400.583,400.155,144.928,111.914,104.246,121.560,121.682,112.472,1.082,28.972,13.826,0.418,0.999,0.951,0,0.909,0.092,46.895,1.665,0.996
1294,1,1294,854.374,2876.313,3845.950,3990.279,217.529,220.457,78.455,61.189,61.947,69.977,75.758,61.189,1.238,17.680,12.304,0.491,1,0.964,0,1.000,0.139,90.094,1.500,0.965
1295,1,1295,2201.736,2899.226,12955.673,13159.432,420.105,422.893,147.713,121.626,108.867,128.435,142.774,122.378,1.167,30.839,13.622,0.416,1,0.985,0,0.922,0.121,177.245,1.692,0.997
1296,1,1296,5862.703,2904.950,13015.103,13159.432,406.772,410.690,135.199,121.626,116.550,128.730,131.765,122.551,1.075,31.996,12.713,0.280,1,0.989,0,0.988,0.130,108.590,1.703,0.995
1297,1,1297,201.112,2899.996,15638.499,16012.057,465.256,467.471,182.546,104.895,110.723,141.108,180.653,104.895,1.722,33.613,13.842,0.654,1,0.977,0,0.908,0.115,0.805,1.752,0.999
1298,1,1298,605.070,2889.456,3659.171,3778.030,218.858,221.860,86.926,53.968,53.727,68.257,79.263,56.575,1.401,16.719,13.090,0.616,1,0.969,0,0.960,0.139,73.911,1.472,0.964
1299,1,1299,4446.270,2879.844,3047.894,3149.774,191.818,195.395,65.478,55.361,55.285,62.295,61.189,55.361,1.105,15.889,12.072,0.356,1,0.968,0,1.000,0.148,88.664,1.418,0.952
1300,1,1300,973.601,2916.790,18788.273,19713.678,509.079,513.013,177.261,129.019,122.516,154.667,164.104,128.734,1.275,36.906,13.794,0.490,1,0.953,0,0.911,0.125,10.478,1.818,0.999
1301,1,1301,1622.534,2907.033,6392.937,6579.716,293.916,297.591,117.312,67.016,69.930,90.221,113.636,67.016,1.696,21.751,13.513,0.667,1,0.972,0,0.930,0.137,78.626,1.548,0.986
1302,1,1302,3331.947,2895.140,6274.078,6409.917,288.765,289.096,106.979,76.232,73.018,89.378,97.730,78.184,1.250,21.727,13.290,0.541,1,0.979,0,0.946,0.093,128.806,1.562,0.992
1303,1,1303,1975.780,2905.588,4278.938,4474.207,251.340,250.857,101.648,57.377,57.394,73.811,96.858,61.810,1.567,17.024,14.763,0.650,0.998,0.956,0,0.851,0.100,118.191,1.425,0.982
1304,1,1304,2371.384,2892.395,5119.443,5289.243,256.200,259.795,91.261,67.842,67.960,80.736,87.849,67.269,1.306,19.982,12.821,0.492,1,0.968,0,0.980,0.140,81.222,1.587,0.964
1305,1,1305,2748.692,2880.965,2215.879,2317.758,165.816,168.199,61.258,46.620,45.514,53.116,55.361,46.620,1.187,13.363,12.408,0.456,1,0.956,0,1.000,0.140,106.060,1.300,0.953
1306,1,1306,3240.988,2895.828,7921.129,8243.747,332.296,333.957,131.765,79.001,75.981,100.427,127.208,77.420,1.643,23.838,13.940,0.628,1,0.961,0,0.901,0.116,151.925,1.635,0.991
1307,1,1307,4102.112,2887.163,4813.805,4992.094,271.527,272.491,116.039,52.528,52.123,78.289,115.563,52.528,2.200,17.729,15.316,0.734,1,0.964,0,0.820,0.109,150.607,1.474,0.992
1308,1,1308,5450.489,2874.480,1748.931,1765.911,151.527,157.586,61.258,37.879,40.793,47.189,58.275,37.879,1.538,11.542,13.128,0.606,1,0.990,0,0.957,0.177,159.979,1.278,0.938
1309,1,1309,3814.594,2899.051,5611.861,5756.190,266.958,270.892,104.327,67.599,70.172,84.530,103.017,68.022,1.514,21.022,12.699,0.586,1,0.975,0,0.990,0.141,141.481,1.625,0.965
1310,1,1310,4805.230,2927.105,15910.178,16198.836,460.769,461.371,166.900,114.670,114.936,142.329,162.884,114.678,1.420,34.530,13.344,0.556,1,0.982,0,0.942,0.095,159.401,1.763,0.999
1311,1,1311,5144.792,2909.412,8804.084,9135.193,354.394,356.082,136.543,89.735,89.144,105.876,128.006,89.761,1.426,24.843,14.266,0.550,1,0.964,0,0.881,0.115,30.023,1.610,0.997
1312,1,1312,2435.498,2902.271,4482.697,4635.516,240.291,243.115,84.950,69.323,64.103,75.548,81.585,69.930,1.167,18.655,12.881,0.416,1,0.967,0,0.976,0.135,68.352,1.553,0.965
1313,1,1313,5389.312,2886.658,2538.497,2563.967,175.909,180.281,64.696,46.911,46.983,56.852,61.258,48.231,1.270,14.431,12.190,0.487,1,0.990,0,1.000,0.158,127.430,1.347,0.955
1314,1,1314,2868.766,2901.874,7471.161,7870.189,334.207,336.885,136.977,75.758,73.713,97.532,119.464,75.758,1.577,22.355,14.950,0.645,1,0.949,0,0.841,0.126,160.240,1.613,0.992
1315,1,1315,5782.703,2890.743,2411.148,2546.987,192.483,198.901,80.009,47.074,45.514,55.407,73.077,46.983,1.555,12.527,15.366,0.625,1,0.947,0,0.818,0.169,119.233,1.333,0.962
1316,1,1316,702.604,2926.421,11249.192,11486.911,384.965,389.907,137.441,112.206,103.264,119.678,121.193,112.094,1.081,29.221,13.174,0.374,1,0.979,0,0.954,0.137,130.255,1.649,0.995
1317,1,1317,2507.129,2898.372,3183.734,3302.593,201.247,203.955,77.585,52.572,52.123,63.668,67.016,55.361,1.211,15.820,12.721,0.535,1,0.964,0,0.988,0.139,150.988,1.425,0.951
1318,1,1318,3026.014,2939.948,10442.646,11665.200,415.536,414.229,160.256,97.048,92.141,115.308,153.878,97.687,1.575,25.131,16.535,0.589,0.997,0.895,0,0.760,0.107,23.774,1.633,0.995
1319,1,1319,3980.232,2939.245,14246.146,14543.295,426.585,427.695,145.484,121.626,120.137,134.680,133.684,121.682,1.099,33.396,12.774,0.264,1,0.980,0,0.984,0.104,107.787,1.740,0.996
1320,1,1320,4967.618,2939.555,7963.579,8175.828,330.676,334.422,134.822,72.844,75.758,100.695,134.033,72.844,1.840,24.083,13.731,0.678,1,0.974,0,0.915,0.134,94.856,1.642,0.992
1321,1,1321,493.385,2965.534,36328.522,38909.469,809.056,806.072,344.686,141.553,143.338,215.070,336.838,144.928,2.324,44.902,18.018,0.777,0.996,0.934,0,0.697,0.110,154.414,1.705,0.997
1322,1,1322,1176.687,2922.806,7140.053,7258.912,295.536,298.609,99.239,90.326,88.186,95.347,90.326,90.326,1.000,24.160,12.233,0.082,1,0.984,0,1.000,0.132,25.185,1.696,0.963
1323,1,1323,2943.291,2904.143,1528.192,1596.112,141.434,141.956,50.887,36.856,35.447,44.111,48.843,36.856,1.325,10.805,13.090,0.545,1,0.957,0,0.960,0.110,87.009,1.230,0.929
1324,1,1324,4554.735,2917.636,5408.102,5552.431,259.441,264.158,93.966,72.844,73.713,82.981,84.499,72.844,1.160,20.845,12.446,0.382,1,0.974,0,1.000,0.147,16.026,1.603,0.965
1325,1,1325,2685.065,2944.717,12751.914,13006.613,404.860,410.735,149.995,113.636,111.334,127.422,131.861,121.577,1.085,31.497,12.854,0.495,1,0.980,0,0.978,0.141,171.231,1.683,0.998
1326,1,1326,5456.352,2928.810,5951.459,6061.829,275.431,281.247,105.541,72.844,74.172,87.050,91.029,80.590,1.130,21.608,12.747,0.535,1,0.982,0,0.986,0.152,4.971,1.543,0.987
1327,1,1327,5750.039,2960.706,9593.650,9873.819,363.904,367.611,132.151,102.943,91.029,110.522,119.570,105.097,1.138,26.363,13.804,0.445,1,0.972,0,0.910,0.131,29.192,1.597,0.994
1328,1,1328,4648.889,2951.804,7623.981,7861.699,318.298,321.947,120.631,75.209,73.713,98.525,116.112,73.713,1.575,23.952,13.289,0.612,1,0.970,0,0.946,0.134,156.308,1.618,0.991
1329,1,1329,1275.519,2971.506,9653.080,9856.839,345.338,353.250,120.877,102.594,97.687,110.863,113.786,103.346,1.101,27.953,12.354,0.382,1,0.979,0,1.000,0.155,67.174,1.597,0.994
1330,1,1330,3209.177,2964.653,10569.995,10901.104,396.014,399.310,164.440,86.094,83.437,116.009,162.336,87.655,1.852,26.691,14.837,0.687,1,0.970,0,0.847,0.126,156.076,1.626,0.995
1331,1,1331,2106.956,2941.481,1986.650,2046.079,157.051,159.220,59.429,40.793,44.381,50.294,58.275,40.793,1.429,12.650,12.415,0.570,1,0.971,0,1.000,0.139,89.566,1.306,0.934
1332,1,1332,4452.755,2928.623,1757.421,1808.361,151.154,156.438,60.069,32.051,34.965,47.303,55.361,32.051,1.727,11.627,13.001,0.677,1,0.972,0,0.967,0.171,170.405,1.235,0.899
1333,1,1333,5558.554,2952.764,2385.678,2462.087,170.385,172.944,61.466,44.304,44.381,55.114,61.258,45.607,1.343,14.002,12.169,0.530,1,0.969,0,1.000,0.142,116.758,1.335,0.953
1334,1,1334,830.877,2988.500,8795.594,9092.743,352.483,354.955,138.794,81.756,81.168,105.825,135.826,81.637,1.664,24.953,14.126,0.631,1,0.967,0,0.890,0.123,49.093,1.562,0.992
1335,1,1335,1544.604,2965.421,5773.170,5866.560,263.718,269.869,94.056,78.671,78.401,85.736,84.700,80.590,1.051,21.891,12.047,0.360,1,0.984,0,1.000,0.156,167.235,1.626,0.965
1336,1,1336,2273.114,2975.740,8337.137,8498.446,321.620,327.739,117.457,93.240,93.966,103.030,100.977,98.896,1.021,25.922,12.407,0.434,1,0.981,0,1.000,0.149,6.109,1.597,0.994
1337,1,1337,3639.072,2980.847,8965.394,9279.522,352.110,358.053,133.143,82.875,81.585,106.841,130.307,82.876,1.572,25.462,13.829,0.599,1,0.966,0,0.909,0.145,165.961,1.680,0.991
1338,1,1338,4408.079,2996.323,10841.674,11070.903,366.772,368.973,124.237,110.761,110.723,117.491,117.276,110.761,1.059,29.560,12.408,0.274,1,0.979,0,1.000,0.119,40.601,1.639,0.994
1339,1,1339,5218.015,2970.381,2954.505,3107.324,196.387,198.667,70.955,54.269,52.448,61.333,65.478,52.528,1.247,15.044,13.054,0.435,1,0.951,0,0.963,0.135,88.160,1.414,0.947
1340,1,1340,5508.675,2974.705,3285.613,3463.902,209.429,211.193,70.895,62.262,54.977,64.679,65.931,61.810,1.067,15.688,13.349,0.234,1,0.949,0,0.941,0.127,153.469,1.448,0.961
1341,1,1341,271.021,3013.964,14976.282,15341.351,446.107,446.968,169.399,114.670,114.789,138.088,160.283,113.375,1.414,33.571,13.288,0.556,1,0.976,0,0.946,0.100,129.661,1.739,0.999
1342,1,1342,2073.140,2982.460,3175.244,3302.593,206.772,211.422,86.042,46.564,46.620,63.583,79.155,46.983,1.685,15.356,13.465,0.679,1,0.961,0,0.933,0.154,110.269,1.419,0.963
1343,1,1343,2535.940,2978.254,5195.853,5408.102,264.965,269.641,97.947,60.001,58.275,81.336,98.293,62.289,1.578,19.610,13.512,0.635,1,0.961,0,0.930,0.147,12.016,1.497,0.981
1344,1,1344,3831.150,3007.123,9033.313,10289.827,391.527,361.815,120.736,106.852,80.958,107.245,113.636,107.137,1.061,23.072,16.970,0.384,0.924,0.878,0,0.741,0.212,53.445,1.624,0.998
1345,1,1345,143.823,3004.715,8676.735,8821.064,322.203,328.215,109.953,96.154,99.068,105.107,101.981,96.154,1.061,26.929,11.965,0.234,1,0.984,0,1.000,0.148,101.941,1.602,0.990
1346,1,1346,2001.127,2976.749,2232.858,2300.778,168.765,172.186,68.767,39.146,41.207,53.319,63.034,40.479,1.557,13.231,12.756,0.637,1,0.970,0,0.985,0.151,135.289,1.306,0.955
1347,1,1347,50.458,2997.312,6834.415,6885.354,291.550,302.798,105.259,78.671,81.585,93.284,84.499,78.671,1.074,23.442,12.437,0.263,1,0.993,0,1.000,0.176,101.472,1.663,0.964
1348,1,1348,2854.023,3066.289,30164.814,30708.171,637.716,645.401,228.929,164.296,160.759,195.977,230.905,164.878,1.400,47.301,13.482,0.540,1,0.982,0,0.932,0.136,122.548,1.590,0.988
1349,1,1349,4904.594,2994.317,4576.086,4788.335,250.676,253.107,94.865,61.189,58.275,76.331,93.240,61.189,1.524,18.255,13.732,0.580,1,0.956,0,0.915,0.130,177.221,1.463,0.981
1350,1,1350,4248.231,2983.621,1596.112,1638.562,139.814,141.262,47.789,40.395,39.092,45.080,48.231,39.092,1.234,11.416,12.247,0.329,1,0.974,0,1.000,0.132,31.320,1.257,0.859
1351,1,1351,1158.235,3015.112,5552.431,5832.600,278.298,279.269,108.437,72.844,70.172,84.081,93.649,76.260,1.228,19.951,13.949,0.541,1,0.952,0,0.901,0.109,118.801,1.516,0.993
1352,1,1352,1794.640,3032.193,10782.244,11104.863,395.723,397.651,157.935,87.948,86.632,117.168,159.407,88.953,1.792,27.247,14.524,0.672,1,0.971,0,0.865,0.115,115.802,1.637,0.997
1353,1,1353,4191.915,3011.349,6325.017,6511.796,290.385,292.857,113.150,71.678,72.082,89.740,111.258,72.141,1.542,21.782,13.332,0.610,1,0.971,0,0.943,0.127,142.279,1.567,0.989
1354,1,1354,5269.761,2994.186,2946.015,3064.874,191.154,196.479,70.474,49.534,49.790,61.245,64.103,49.534,1.294,15.412,12.403,0.514,1,0.961,0,1.000,0.162,12.400,1.398,0.946
1355,1,1355,4602.085,3057.347,19620.288,19917.437,512.483,513.884,189.394,144.641,140.103,158.055,166.798,149.853,1.113,38.285,13.386,0.474,1,0.985,0,0.939,0.105,101.209,1.820,0.999
1356,1,1356,1907.460,2995.165,1256.513,1307.453,122.867,128.038,47.789,31.602,34.965,39.998,37.879,32.051,1.182,10.227,12.014,0.480,1,0.961,0,1.000,0.180,10.154,1.161,0.845
1357,1,1357,4040.401,3007.778,2665.846,2793.196,191.818,195.915,70.534,49.534,46.620,58.260,67.016,49.534,1.353,13.898,13.802,0.580,1,0.954,0,0.910,0.153,16.237,1.349,0.951
1358,1,1358,5639.151,3028.754,7411.732,7607.001,304.965,308.847,110.761,84.439,86.632,97.144,99.068,87.413,1.133,24.304,12.548,0.438,1,0.974,0,1.000,0.137,113.427,1.615,0.990
1359,1,1359,2341.854,3023.817,4762.865,4932.664,242.284,245.737,82.413,70.051,70.172,77.873,78.293,70.051,1.118,19.658,12.325,0.334,1,0.966,0,1.000,0.140,55.040,1.570,0.966
1360,1,1360,1026.791,3006.553,1315.943,1375.373,125.816,128.432,49.534,32.051,33.980,40.933,43.706,32.051,1.364,10.459,12.029,0.567,1,0.957,0,1.000,0.152,73.531,1.182,0.841
1361,1,1361,1645.046,3006.477,2411.148,2487.557,172.960,175.435,67.960,46.070,48.055,55.407,58.275,46.620,1.250,13.940,12.407,0.550,1,0.969,0,1.000,0.140,28.813,1.349,0.950
1362,1,1362,3355.550,3043.319,10077.578,10349.256,374.289,379.590,148.858,83.916,82.824,113.275,144.664,84.700,1.708,26.925,13.901,0.679,1,0.974,0,0.904,0.140,52.034,1.655,0.997
1363,1,1363,3496.153,3027.425,4771.355,4839.275,244.196,249.084,92.601,61.682,62.764,77.943,91.447,62.764,1.457,19.539,12.498,0.581,1,0.986,0,1.000,0.151,73.512,1.565,0.962
1364,1,1364,1388.270,3045.620,6774.985,7072.133,301.434,303.728,118.894,73.144,70.895,92.877,118.858,74.286,1.600,22.476,13.411,0.630,1,0.958,0,0.937,0.124,74.445,1.589,0.993
1365,1,1365,5478.960,3037.297,5518.471,5705.250,266.294,266.793,91.261,75.556,76.649,83.823,83.894,73.713,1.138,20.723,12.850,0.326,1,0.967,0,0.978,0.099,86.808,1.625,0.965
1366,1,1366,947.516,3022.660,4202.528,4372.327,228.578,229.929,80.168,64.103,62.764,73.149,78.671,64.103,1.227,18.386,12.433,0.462,1,0.961,0,1.000,0.119,0.663,1.519,0.964
1367,1,1367,2985.238,3032.271,5425.082,5509.981,255.245,259.729,87.655,75.758,78.184,83.111,84.499,75.758,1.115,21.254,12.009,0.327,1,0.985,0,1.000,0.146,71.763,1.608,0.965
1368,1,1368,4826.817,3012.239,1562.152,1630.072,136.573,138.959,49.790,40.542,39.092,44.598,43.316,39.631,1.093,11.438,11.940,0.358,1,0.958,0,1.000,0.146,173.952,1.231,0.931
1369,1,1369,5080.371,3033.924,5925.989,6044.849,266.002,270.006,91.494,81.585,82.413,86.863,84.499,82.413,1.025,22.278,11.940,0.311,1,0.980,0,1.000,0.142,6.406,1.647,0.965
1370,1,1370,5305.935,3095.917,26293.394,26879.201,601.166,602.507,223.373,164.303,160.018,182.969,203.963,166.084,1.228,43.737,13.745,0.466,1,0.978,0,0.914,0.102,65.034,1.732,0.998
1371,1,1371,5819.049,3073.948,8065.458,8260.727,354.103,359.870,154.841,69.257,70.414,101.337,154.209,68.209,2.261,22.777,15.546,0.747,1,0.976,0,0.808,0.144,69.683,1.636,0.994
1372,1,1372,1218.688,3038.543,3234.673,3336.553,205.524,210.863,79.155,53.414,52.448,64.176,68.022,59.785,1.138,15.739,13.059,0.567,1,0.969,0,0.962,0.160,82.428,1.435,0.962
1373,1,1373,1717.204,3032.327,3379.003,3531.822,207.436,211.911,73.018,61.189,58.275,65.592,67.016,61.189,1.095,16.289,12.734,0.273,1,0.957,0,0.987,0.153,135.028,1.450,0.951
1374,1,1374,2225.733,3043.562,3684.641,3811.990,223.054,225.652,90.467,52.448,53.727,68.494,87.413,52.448,1.667,16.519,13.503,0.652,1,0.967,0,0.931,0.135,103.621,1.488,0.964
1375,1,1375,2650.811,3040.288,4847.765,4966.624,245.152,247.918,89.761,66.341,66.444,78.564,81.585,69.930,1.167,19.775,12.397,0.497,1,0.976,0,1.000,0.134,113.568,1.579,0.965
1376,1,1376,2040.139,3019.160,1366.883,1417.823,127.145,129.430,47.073,37.086,39.092,41.718,40.479,39.092,1.035,10.751,11.827,0.410,1,0.964,0,1.000,0.147,168.670,1.213,0.862
1377,1,1377,2551.106,3069.262,12802.854,13083.022,409.056,408.824,146.414,106.852,106.979,127.676,143.338,106.860,1.341,31.299,13.069,0.511,0.999,0.979,0,0.962,0.085,59.452,1.700,0.995
1378,1,1378,3183.458,3053.025,3574.271,3778.030,220.769,221.654,79.583,59.273,57.394,67.460,73.713,58.056,1.270,16.190,13.636,0.489,1,0.946,0,0.922,0.112,91.709,1.477,0.966
1379,1,1379,3911.180,3077.955,12531.175,12862.283,404.650,414.547,143.840,115.379,111.943,126.314,117.457,115.379,1.018,30.968,13.067,0.217,1,0.974,0,0.962,0.157,18.066,1.686,0.998
1380,1,1380,1951.134,3042.620,2283.798,2326.248,169.056,173.622,67.772,40.793,46.620,53.924,61.189,40.793,1.500,13.509,12.514,0.569,1,0.982,0,1.000,0.161,74.192,1.341,0.929
1381,1,1381,3589.519,3046.858,4049.709,4177.058,223.054,225.491,77.585,66.457,65.153,71.807,70.955,68.209,1.040,18.156,12.286,0.297,1,0.970,0,1.000,0.133,42.513,1.510,0.966
1382,1,1382,1902.953,3044.366,2657.356,2759.236,183.345,187.517,66.059,52.448,52.123,58.167,55.361,52.448,1.056,14.494,12.650,0.342,1,0.963,0,0.993,0.155,66.651,1.379,0.954
1383,1,1383,1533.545,3070.767,8141.868,8303.177,325.816,327.347,119.890,91.215,88.953,101.816,100.345,91.215,1.100,24.989,13.038,0.405,1,0.981,0,0.964,0.115,57.219,1.583,0.996
1384,1,1384,3242.342,3040.628,2258.328,2300.778,162.867,167.835,60.069,46.620,48.055,53.623,49.534,46.620,1.062,13.866,11.746,0.327,1,0.982,0,1.000,0.166,154.005,1.303,0.947
1385,1,1385,5737.061,3092.646,8770.125,8990.863,350.490,359.450,145.162,72.844,75.758,105.672,142.774,72.844,1.960,25.023,14.007,0.702,1,0.975,0,0.897,0.159,86.245,1.656,0.994
